original_text,polarity,subjectivity,clean_text
Ohhhh great! Fk,1.0,0.75,great !
"Pin Code:[411040] 
Chatrapati Shahu Maharaj PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose… https://t.co/1e2XcbddO4",-0.75,1.0,"Pin Code :[ 411040 ] : , Min Age Limit : [ 45 , 18 ], Dose1 Capacity : 0 , Dose …"
"Everybody aged 18+ is now eligible for the #Covid19 vaccine.

Jenny has been to get her second dose of the vaccine,… https://t.co/HAJyHLLBlR",-0.05,0.2,"Everybody aged 18 + is now eligible for the Covid19 vaccine . Jenny been to get her second dose of the vaccine ,…"
"Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying daily.
Where are our global leaders! Rise and lead us! We need one global plan to scale up #COVID19 vaccine production &amp; roll our in all regions. #PeoplesVaccine",0.0875,0.1375,"Our people are dying . , are full . , failing to cope , nursing and burying daily . Where are our global ! Rise and lead us ! We need one global plan to scale up COVID19 vaccine production & ; roll our in all ."
"Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",0.0,0.0,"on Power Hour , our oral COVID19 tablet vaccine now under development "" revolutionary "" and "" the of ."" Watch here : $"
"On hour 2 of #SciFriLive📻: 

😷 #COVID19 vaccines may not be enough to protect immunocompromised people
📚 The best #SciFi books to read this summer

Tune in to your local public radio station or press play below!
https://t.co/p13XDga2pG",0.25,0.21666666666666667,On hour 2 of 📻: 😷 COVID19 may not be enough to protect people 📚 The best to read this summer Tune in to your local public radio station or press play below !
What would happen if governments abolished patents? Professor @Colombatto answers in his latest report.… https://t.co/fnym8g2Ait,0.5,0.9,What would happen if ? Professor in his latest report .…
"#COVID19 vaccines are effective at protecting you from getting sick. Based on what we know, people who have been fu… https://t.co/PdxPjmNEWv",-0.05714285714285716,0.8285714285714285,"COVID19 are effective at protecting you from getting sick . Based on what we know , people who have been fu …"
"Comparing the #Covid19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson #VaccinesSaveLives #MedTwitter
https://t.co/JvFGUd6WFX",0.1,0.3,"the Covid19 by , , and & ;"
"Morocco's c current coronavirus situation 18th June 2021:
Cases: 525,924
Deaths: 9,233
Recovered: 512,937
Active: 3… https://t.co/QPJTbW4jQf",-0.06666666666666667,0.5,"Morocco ' s c current situation 18th June 2021 : : 525 , 924 : 9 , 233 : 512 , 937 Active : 3 …"
"@MarmaladeMax I knew Ivermectin was safe and worked against covid19 last summer. As a scientist myself, I knew with… https://t.co/yAPHiCjDM0",0.25,0.2833333333333333,"I knew was safe and worked against covid19 last summer . As a scientist myself , I knew with …"
"Comparing the #Covid19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson #VaccinesSaveLives #MedTwitter
https://t.co/Rf8Y87GjWz",0.1,0.3,"the Covid19 by , , and & ;"
"Comparing the #Covid19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson #VaccinesSaveLives #MedTwitter
https://t.co/FoSZcu7Tpw",0.1,0.3,"the Covid19 by , , and & ;"
"Pin Code:[411004] 
Sanjeevan Hospital Erand PMCP
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,12… https://t.co/uxBfucwW9a",-0.75,1.0,"Pin Code :[ 411004 ] Hospital : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1 , 12 …"
"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1058,0,… https://t.co/KxuAYULzPS",-0.75,1.0,"Pin Code :[ 411038 ] - : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1058 , 0 ,…"
"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/wyFYlHi6wZ",-0.75,1.0,"Pin Code :[ 411027 ] District Hospital : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 0 , Dose2 …"
"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 413,27… https://t.co/vedskw2J3t",-0.75,1.0,"Pin Code :[ 411004 ] - HOSPITAL : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 413 , 27 …"
VACCINES ARE SAFE EVERYONE! PLEASE DO THE RIGHT THING: #GetVaccinated! #WeCanDoThis!,0.5357142857142857,0.5178571428571428,ARE SAFE EVERYONE ! PLEASE DO THE RIGHT THING : ! !
"“... #vaccines would be in the form of ‘a loan,’ with #Israel to give Ramallah doses from its stockpile of @Pfizer… https://t.co/cpm1IgRKla",0.0,0.0,"“... would be in the form of ‘ a loan ,’ with to give from its stockpile of …"
"“The #Palestinian Authority canceled an agreement to exchange #COVID19 #vaccines with #Israel, saying [they] were e… https://t.co/kywBitWQ9r",0.0,0.0,"“ The Authority an agreement to exchange COVID19 with , saying [ they ] were e …"
17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet.,0.16666666666666663,0.5333333333333333,17 ) the main problem with is that the 1 dose strategy ’ t good . 1 dose vaccine efficacy is likely just ~ 33 % or so with either or . That is trouble for millions that ’ t two dose yet .
"#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approac… https://t.co/nhzVtDxwxN",0.15,0.1,": what is ? Bring Summer Back is a fun , flexible , community - centered …"
"These vaccines have been proven to be effective in preventing severe illness, hospitalization &amp; death. It’s how we avoid ever going through what we went through with #COVID19 last year. #VaxNevadaDays",0.3,0.43333333333333335,"These have been proven to be effective in severe illness , hospitalization & ; death . It ’ s how we avoid ever going through what we went through with COVID19 last year ."
"#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",0.38,0.4,": what is ? Bring Summer Back is a fun , flexible , community - centered approach to providing safe and effective COVID - 19 to those 12 + in . Learn more at"
From beer to blenders - 5 creative ways people are being persuaded to get their COVID-19 vaccination https://t.co/yUFzQCxw4d #COVID19 #vaccines https://t.co/B2jtSmezrz,0.5,1.0,From beer to - 5 creative ways people are being persuaded to get their COVID - 19 vaccination COVID19
"Could the U.S. Have Saved More Lives? 5 Alternate Scenarios for the Vaccine Rollout 
#COVID19 #MARKEDBYCOVID
@SurvivorsChange 
https://t.co/mFHc7hM7ql",0.25,0.25,Could the U . S . Have Saved More ? 5 Alternate for the Vaccine COVID19
"Proud to stand alongside @shailajateacher &amp; CM @vijayanpinarayi, two leaders from my home state of Kerala in this g… https://t.co/HmBG8rOWc9",0.8,1.0,"to stand alongside & ; , two from my home state of in this g …"
RT @RutiMeyer: Correct,0.0,0.0,: Correct
"Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very… https://t.co/BWHGUUeGRI",0.1965909090909091,0.41250000000000003,"Covid live : Delta variant becoming globally dominant , WHO as expert ’ s case trajectory ‘ very , very …"
I can't believe people are still buying into the lies and propaganda. And yet despite the wealth of information with regards the dangers of the vax: people are still willing participants for these experimental 💉. The stupidity is astounding.,0.05,0.65,I can ' t believe people are still into the and propaganda . And yet despite the wealth of information with the of the : people are still willing for these experimental 💉. The stupidity is astounding .
"Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",-0.15555555555555559,0.2888888888888889,"Alpha , Beta & ; Delta : We break down everything you need to know about the three COVID19 that have been in South ."
RT @GooglePayIndia: Getting the right information about the vaccines can really pay off💉💪. Learn more here👇,0.32857142857142857,0.41190476190476194,: Getting the right information about the can really pay off 💉💪. Learn more here 👇
@saulowize I'm pissed at Musenero. I owe people apologies for defending her just because she was my General Medicin… https://t.co/tS3kBTDnvl,0.05000000000000002,0.5,I ' m at . I owe people for her just because she was my General …
"@kramTT There is this breakdown from Kalain ⤵
https://t.co/nhWAgZUdQK",0.0,0.0,There is this breakdown from ⤵
"Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very concerning’ https://t.co/cTP2htRSGM",0.2115909090909091,0.43500000000000005,"Covid live : Delta variant becoming globally dominant , WHO as expert ’ s case trajectory ‘ very , very concerning ’"
News from the African Continent https://t.co/2TdVtI4Ivt #news #Africa Thanks to @HimanshuJayhind #tigray #covid19,0.1,0.1,News from the Continent news Thanks to covid19
RT @WhosWhoRSA: News from the African Continent https://t.co/2TdVtI4Ivt #news #Africa Thanks to @HimanshuJayhind #tigray #covid19,0.1,0.1,: News from the Continent news Thanks to covid19
Agree with you but unfortunately pharma is so corrupt all.the jabs are bad.,-0.5666666666666665,0.8888888888888888,Agree with you but unfortunately is so corrupt all . the are bad .
Are #Covid19 Vaccines really Free @POTUS @VP ? That serial espoused claim by Joe Biden is highly bogus and snake oi… https://t.co/giKD6J8Y5i,0.28,0.6699999999999999,Are Covid19 really Free ? That serial claim by Joe is highly bogus and snake …
So...this vaccine was administered when they already had covid or...?!,0.0,0.0,So ... this vaccine was when they already had covid or ...?!
India should be well prepared for wave 3,0.0,0.0,should be well prepared for wave 3
It was at this point when I stopped watching.,0.0,0.0,It was at this point when I stopped watching .
"@POTUS @JoeBiden @CDCgov When asked whether a variant of #COVID19 https://t.co/0m3eUZLPov will lead to  lockdowns,… https://t.co/JT1KR4ABAp",0.0,0.0,"When whether a variant of COVID19 will lead to ,…"
"@benitakolovos Ystrday I heard #ProfessorMaryLouiseMcLaws @UNSW say (I'm paraphrasing) 
""Vaccines in Aust shld B sent 2 Vict as thats wh Covid19 is most prevalent &amp; shld B given to 20 to 39 year old as th most likely to spread. We need a national approach"" 
Apols to Prof for the paraphrasing!",0.275,0.55,"I say ( I ' m ) "" in B sent 2 as thats Covid19 is most prevalent & ; B given to 20 to 39 year old as th most likely to spread . We need a national approach "" to Prof for the !"
"Pin Code:[411036] 
Ganga Nursing Home PMC P
Vaccines: COVISHIELD,
Min Age Limit: [45,18],
Dose1 Capacity: 0,1,
Dose… https://t.co/WNxDMpj02M",-0.75,1.0,"Pin Code :[ 411036 ] Ganga Nursing Home P : , Min Age Limit : [ 45 , 18 ], Dose1 Capacity : 0 , 1 , Dose …"
"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1049,1,… https://t.co/8Ctwk4hzVF",-0.75,1.0,"Pin Code :[ 411038 ] - : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1049 , 1 ,…"
"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 403,27… https://t.co/0PQfl426bs",-0.75,1.0,"Pin Code :[ 411004 ] - HOSPITAL : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 403 , 27 …"
"Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,471,0,417… https://t.co/JcbTLi0Ri3",-0.375,0.5,"Pin Code :[ 411041 ] Medical College : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1 , 471 , 0 , 417 …"
South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health h… https://t.co/8t2UkkxrTI,0.06818181818181818,0.6022727272727273,South 10 510 new the total to 1 796 589 . The Department of Health h …
RT @drmssm: Reassurance from Public Health England.,0.0,0.06666666666666667,: Reassurance from Public Health .
"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,"South 10 510 new the total to 1 796 589 . The Department of Health also 118 more , the total to 58 411 ."
"Great news
EU bogged down in its own bureaucracy was late in placing order 
They wait their turn in the Queue😄🤓",0.1488888888888889,0.5477777777777778,Great news EU down in its own bureaucracy was late in order They wait their turn in the Queue 😄🤓
JUST IN: Alberta will celebrate Canada Day with the removal of essentially all #COVID19 restrictions. Premier Jason… https://t.co/rDVxZzHYUB,0.0,0.3,JUST IN : will celebrate Canada Day with the removal of essentially all COVID19 . Premier …
@KateSullivanDC @KateBerner46 The delta variant is spreading rapidly. Anyone that is NOT fully vaccinated is at ris… https://t.co/4e6s6lr9WI,0.0,0.0,The delta variant is spreading rapidly . Anyone that is NOT fully is at …
"#COVID19 vaccines are safe and do their job, so don’t worry if you experience any minor side effects, according to @CAPublicHealth. Let’s #GetToImmunity #VaccinateALL58 
https://t.co/ACEibnhacV https://t.co/ekIVKla3Xp",0.225,0.35,"COVID19 are safe and do their job , so don ’ t worry if you experience any minor side effects , according to . Let ’ s VaccinateALL58"
"Proud to stand with @shailajateacher &amp; CM @vijayanpinarayi, two leaders from my home state of Kerala in this global… https://t.co/267LvZ3lgW",0.8,1.0,"to stand with & ; , two from my home state of in this global …"
".@CalgaryStampede🐎requires #COVID19 vaccines for rodeo competitors, the first major sporting event in Canada to mandate #vaccination, by @CarrieTait https://t.co/XBrDf2yepn via @globeandmail #Stampede2021",0.15625,0.41666666666666663,".🐎 COVID19 for rodeo , the first major sporting event in Canada to mandate vaccination , by via Stampede2021"
"4/ The latest @IMF scheme for ""equity"" in access to #COVID19 #vaccines offers cash to purchase --- but despite cash, countries can't get European, Chinese and US manufacturers to sell. Meanwhile, where is recovery $ for devastated economies of southern hemisphere? https://t.co/VOqgDE25u1",0.12,0.18,"4 / The latest scheme for "" equity "" in access to COVID19 cash to purchase --- but despite cash , can ' t get , and US to sell . Meanwhile , where is recovery $ for of southern hemisphere ?"
"Getting #COVID19 vaccines help:
🦠 slow the spread of the pandemic
👥👥 protect our loved ones &amp; communities.

#OnlyTogether can we overcome this crisis— by sharing the vaccine fairly around the world. https://t.co/SVtXYeh42c https://t.co/EmPp2X1s7N",0.36666666666666664,0.7000000000000001,Getting COVID19 help : 🦠 slow the spread of the pandemic 👥👥 protect our & ; . can we overcome this crisis — by the vaccine fairly around the world .
"RT @giorgiogilestro: For most of the world's inhabitants, the pandemic is not over.",0.5,0.5,": For most of the world ' s , the pandemic is not over ."
"3/...#COVID19 recovery, but promised Africa only $27/person. One top African officials said today to us, ""Rich countries are hording vaccines &amp; hording cheap cash. This is not global order, it is hording.""
No justice.
No equity.
No survival? https://t.co/rdZc1Ucmku",0.2125,0.4916666666666667,"3 /... COVID19 recovery , but only $ 27 / person . One top said today to us , "" Rich are & ; cheap cash . This is not global order , it is ."" No justice . No equity . No survival ?"
Are #Covid19 Vaccines really Free-Free @MSNBC? That serial claim by @WhiteHouse is highly bogus and snake oil IF US… https://t.co/m7Gt5dlPYO,0.18,0.37,Are Covid19 really Free - Free ? That serial claim by is highly bogus and snake oil IF US …
"RT @davidpakmanshow: Lab Leak, Masks, and Vaccines with Dr. Ashish Jha 

@ashishkjha #COVID19

WATCH: https://t.co/ccyGRMOhKA https://t.co/…",0.0,0.0,": Lab Leak , , and with . COVID19 WATCH :"
"2/ Despite promises made at #G7 most of the world, especially Africa, won't get #COVID19 #vaccines until 2022-23.
Meanwhile, Africa's economy is collapsing &amp; countries are losing 20 years of development. The @IMF has loaned Europe the equivalent of $2300/person for...
MORE https://t.co/ZkTcL4OSyz",0.3333333333333333,0.6666666666666666,"2 / Despite made at G7 most of the world , especially , won ' t get COVID19 until 2022 - 23 . Meanwhile , ' s economy is & ; are losing 20 of development . The the equivalent of $ 2300 / person for ... MORE"
"""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/8KyR690jP7",0.0,0.0,""" is ' in the midst of full - blown third wave ' of """
"MSM Admits COVID Timeline False, Myocarditis Is A Serious Risk &amp; Johns Hopkins Doc Calls Out CDC https://t.co/q2LLVj3MFK #TheDailyWrapUp #COVID19 #Vaccines #Myocarditis #CDCLies",-0.3666666666666667,0.6333333333333333,"COVID False , Myocarditis Is A Serious Risk & ; Doc Out COVID19 Myocarditis"
Are you bringing your 7th grader in for #BacktoSchool vaccines? Just a reminder that #COVID19 vaccine is available for kids age 12 and older too. #TakeYourShotToStopCOVID19 https://t.co/PL0z1dkR5I,0.2833333333333333,0.3666666666666667,Are you your 7th grader in for ? Just a reminder that COVID19 vaccine is available for age 12 and older too . TakeYourShotToStopCOVID19
"@JoeABCNews Why don’t some ppl understand that we are in a much worse position than last year? 

COVID19 is evolving and we don’t want it to mutate to the point where vaccines don’t work - that’s where it’s heading #DeltaVariant 

#maskup #keepyourdistance #washyourhands #gettested",-0.2,0.3333333333333333,Why don ’ t some understand that we are in a much worse position than last year ? COVID19 is and we don ’ t want it to mutate to the point where don ’ t work - that ’ s where it ’ s heading
"*taps mic* 
🗣The Delta (India) and Beta (South Africa) coronavirus variants have been detected in Senegal!

1. Wear your mask
2. Practice physical distancing wherever possible
3. Get vaccinated as soon as you can.

We need more vaccine doses ASAP.",0.16666666666666666,0.5476190476190476,* taps * 🗣 The Delta ( ) and Beta ( South ) have been in ! 1 . Wear your mask 2 . Practice physical wherever possible 3 . Get as soon as you can . We need more vaccine .
"Conflicting views on #Delta covid and vaccine protection.The reassuring line, oft quoted, is that 2 jabs + 2 weeks… https://t.co/QV1fL9t5Mh",0.0,0.0,"Conflicting on Delta covid and vaccine protection . The reassuring line , oft , is that 2 + 2 …"
"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/DKoo7SLgtK",-0.75,1.0,"Pin Code :[ 411027 ] District Hospital : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 0 , Dose2 …"
"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 391,27… https://t.co/RTq60ijdgX",-0.75,1.0,"Pin Code :[ 411004 ] - HOSPITAL : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 391 , 27 …"
"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1036,1,… https://t.co/YgcTlYcwmY",-0.75,1.0,"Pin Code :[ 411038 ] - : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1036 , 1 ,…"
"Morondra #modi is happily tweeting away his festival greetings to people, while 500 farmers have died protesting hi… https://t.co/xfVnz9do2u",0.8,1.0,"is happily away his festival to people , while 500 have hi …"
Ewu! So you guys really did retrench everyone in your art department??? 🥺,0.2,0.2,! So you really did retrench everyone in your art department ??? 🥺
"Shouting out this for months...
#CpG1018 is the only non-pandemic Adjuvant supplying China, India and Europe for pr… https://t.co/k5OJsa7FlU",0.0,1.0,"Shouting out this for ... CpG1018 is the only non - pandemic Adjuvant China , and for …"
"RT @dianeasmith1: .@UNTHSC @TarrantCountyTX @FortWorthISD are working together to help families, students access #COVID19 vaccines
https://…",0.0,0.0,": . are working together to help , access COVID19"
It is precisely because people HAVE done their research that these findings are coming to light. They’ve been censo… https://t.co/63lc5bP8CU,0.4,0.75,It is precisely because people HAVE done their research that these are coming to light . They ’ been …
"New COVID-19 Vaccines May Reach Out to T Cells, Not Just B Cells

#COVID19 vaccine developers could exploit newly discovered #SARSCoV2 proteins and create vaccines that activate T cells. Learn more: https://t.co/eKZS0QcIGP https://t.co/hLtmxiF0yJ",0.25757575757575757,0.4696969696969697,"New COVID - 19 May Reach Out to T , Not Just B COVID19 vaccine could exploit newly discovered SARSCoV2 and create that activate T . Learn more :"
@POTUS That’s great but we need to do more! Vaccines alone won’t stop the spread of #Covid19! We need a multi-prong… https://t.co/4tJEPWCtxt,0.790625,0.625,That ’ s great but we need to do more ! alone won ’ t stop the spread of Covid19 ! We need a - prong …
What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS https://t.co/w750DIQBqG,0.1875,0.23750000000000002,What we saw unfolding in now begun . And this will continue until are equitably available ! I am struggling to make sense of the world these days . We learned a lot with ’ s 2nd wave - those should be broadly applicable .
Which African country especially sub-Saharan has received adequate doses of #COVID19 vaccines? Have you bothered to establish why? Don't try to pass as very knowledgeable on these matters. Please be modest. @jane_aceng @DianaAtwine @ainbyoo @lindahNabusayi,0.12666666666666665,0.5066666666666666,Which country especially sub - received adequate of COVID19 ? Have you to establish why ? Don ' t try to pass as very knowledgeable on these . Please be modest .
I encourage you to learn about COVID19 vaccines and address the fears and questions you have with this life saving tool. #VacunateYa,0.0,0.0,I encourage you to learn about COVID19 and address the and you have with this life saving tool .
Follow the science..not F a u c i https://t.co/oaO21R8RwD,0.0,0.0,Follow the science .. not F a u c i
"As a father, you lead by example — set the right one for your family by finding a #COVID19 vaccine near you at https://t.co/WDBSkWT2fC. #WeCanDoThis https://t.co/mnHiFD6uk1",0.19285714285714284,0.46785714285714286,"As a father , you lead by example — set the right one for your family by finding a COVID19 vaccine near you at"
@StevenW69808657 @stopthistyranny @energy_therapy @ArchieHicoxGB @HowarthSibling @Peston @afneil @itvnews @GOVUK If… https://t.co/MCNgDAgMOP,0.0,0.0,therapy If …
"🔊 A new collaboration between the @RockefellerFdn and @IFC_org will help lift whole communities out of energy poverty with #cleanenergy solutions. The collaboration will prioritize countries in Sub-Saharan Africa, where 70% of households are unelectrified.",0.16818181818181818,0.42727272727272725,"🔊 A new collaboration between the and will help lift whole out of energy poverty with . The collaboration will in Sub - , where 70 % of are unelectrified ."
"Bring back digital vibes!

WHAT ARE WE BEING SUBJECTED TO 😭",0.0,0.0,Bring back digital ! WHAT ARE WE BEING SUBJECTED TO 😭
"This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,"This is happening now . We knew this was coming and have had to scale up production . It ' s very difficult not to see lack of urgency in as profit over that could be saved . It ' s callous , cruel even , and will have profound inter - generational impact ."
Check out this article from @biospace. Data from a recent study shows that vaccines developed by @pfizer and… https://t.co/0RtsKY1JEX,0.05,0.275,Check out this article from . Data from a recent study that by and …
#COVID19 | Recovery rate now stands at 96% and India is witnessing a downward trend in active cases: Health Ministr… https://t.co/pERkq92HHb,-0.13333333333333333,0.6,COVID19 | Recovery rate now at 96 % and is a downward trend in active : Health …
"#COVID19 | Recovery rate now stands at 96% and India is witnessing a downward trend in active cases: Health Ministry 

https://t.co/57WPudsu9r",-0.13333333333333333,0.6,COVID19 | Recovery rate now at 96 % and is a downward trend in active : Health Ministry
"AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has los… https://t.co/bUlKCQqKW0",-0.3,0.6,"victory over EU in vaccine case , but will be for late The EU …"
How Many Lives are Expendable for a 100% Boost in #VaccineRevenue? https://t.co/IV0vjWFHcP #COVID19 #COVID #Pfizer… https://t.co/ryQMYSobNw,0.5,0.5,How Many are Expendable for a 100 % Boost in ? COVID19 COVID …
You guys need to go to tender for graphic design. A young R20M contract for 6 months.,0.05,0.4,You need to go to tender for graphic design . A young R20M contract for 6 .
A big thank you to all the doctors who are currently educating the public and bringing awareness about COVID19 vaccines. #VacunateYa,0.0,0.18888888888888888,A big thank you to all the who are currently the public and awareness about COVID19 .
"Here are a few reasons to pick up a copy of The Guardian on Saturday⁣

#EndSARS #Euro2020 #ElRufai… https://t.co/n0DXI2DVhd",-0.2,0.1,Here are a few to pick up a copy of The Guardian on ⁣ Euro2020 …
BREAKING NEWS: #Alberta Health Minister Tyler Shandro announces all Albertans who received 1st vaccine dose in May… https://t.co/ryYEAitcNc,0.0,0.0,BREAKING NEWS : Health Minister all who received 1st vaccine dose in May …
"AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case against the FTSE-listed pharma over the supply of Covid-19 vaccines -&gt; https://t.co/sO8DR2qwRc
 #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19 https://t.co/cQmyQcdOdq",-0.3,0.6,"victory over EU in vaccine case , but will be for late The EU lost its case against the - listed over the supply of Covid - 19 -& ; Covid19"
"FREEDOM IS BUT AN ILLUSION.
PLANDEMIC PLAN CONTINUES EVEN AS THE COVID19 AND VACCINES, ARE INJURING AND MURDERING THOUSANDS
THEY PUSH THIS SATANIC AGENDA WORLDWIDE
https://t.co/Dd9cGzP2YN",0.0,0.0,"FREEDOM IS BUT AN ILLUSION . PLAN EVEN AS THE COVID19 AND , ARE AND MURDERING THEY PUSH THIS SATANIC AGENDA"
"Tomorrow, Bucks County will celebrate Juneteenth with FREE #COVID19 vaccines! Walk-ins welcome, and no insurance is needed.
Vaccinations will be held at the Juneteenth Festival in Bristol and at many other locations listed below.
Give back to your community, get vaccinated today! https://t.co/m0yzECUVaW",0.335,0.515,"Tomorrow , County will celebrate with FREE COVID19 ! Walk - welcome , and no insurance is . will be at the Festival in and at many other listed below . Give back to your community , get today !"
"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/MC2tGfl7Mz",-0.75,1.0,"Pin Code :[ 411027 ] District Hospital : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 0 , Dose2 …"
"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1023,0,… https://t.co/BFD3AHF4FM",-0.75,1.0,"Pin Code :[ 411038 ] - : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1023 , 0 ,…"
"Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,471,0,417… https://t.co/z6pUn9R6W0",-0.375,0.5,"Pin Code :[ 411041 ] Medical College : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 1 , 471 , 0 , 417 …"
"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 386,27… https://t.co/nMz6TeqIWE",-0.75,1.0,"Pin Code :[ 411004 ] - HOSPITAL : , Min Age Limit : [ 18 , 45 ], Dose1 Capacity : 386 , 27 …"
what is this 😭,0.0,0.0,what is this 😭
"#OneEastToronto shares the faces of our partnership. Meet Bernadette Lettner, RN at @SRiverdaleCHC. ""I’ve ridden my motorcycle and leaned on a host of drivers to bring #COVID19 vaccines to shelters, group homes, supervised injection sites and more."" https://t.co/c1blnXin55 https://t.co/2BFt72bJ7T",0.5,0.5,"the of our partnership . Meet , at . "" I ’ ridden my motorcycle and on a host of to bring COVID19 to , group , injection and more ."""
"BREAKING NEWS: #Alberta Health Minister Tyler Shandro announces all Albertans who received 1st vaccine dose in May can now book 2nd dose. And those who received it in June can now book 2nd dose four weeks from the 1st dose.
 #COVID19 #COVIDAB #vaccines #health https://t.co/XCD8EkkMCQ",0.0,0.0,BREAKING NEWS : Health Minister all who received 1st vaccine dose in May can now book 2nd dose . And those who received it in June can now book 2nd dose four from the 1st dose . COVID19 health
